0,1,2,3,4,5,6,7
0.3380614657210402,0.3735224586288416,0.3144208037825059,0.35224586288416077,0.30023640661938533,0.4160756501182033,0.27423167848699764,0.3215130023640662
0.6099290780141844,0.5626477541371159,0.43498817966903075,0.4491725768321513,0.4302600472813239,0.7092198581560284,0.508274231678487,0.5437352245862884
0.6973995271867612,0.5555555555555556,0.6690307328605201,0.6572104018912529,0.7328605200945626,0.574468085106383,0.6193853427895981,0.723404255319149
0.7659574468085106,0.5933806146572104,0.7659574468085106,0.7754137115839244,0.7730496453900709,0.6264775413711584,0.6643026004728132,0.7754137115839244
0.789598108747045,0.6170212765957447,0.7446808510638298,0.7801418439716312,0.75177304964539,0.8392434988179669,0.7257683215130024,0.7872340425531915
0.8156028368794326,0.6477541371158393,0.806146572104019,0.8014184397163121,0.7777777777777778,0.83451536643026,0.7139479905437353,0.817966903073286
0.7588652482269503,0.7210401891252955,0.8321513002364066,0.8841607565011821,0.8321513002364066,0.8108747044917257,0.8321513002364066,0.7777777777777778
0.8581560283687943,0.7990543735224587,0.8794326241134752,0.8416075650118203,0.8676122931442081,0.8983451536643026,0.7872340425531915,0.6808510638297872
0.8770685579196218,0.8014184397163121,0.8297872340425532,0.851063829787234,0.8652482269503546,0.8557919621749409,0.8297872340425532,0.7588652482269503
0.8037825059101655,0.8486997635933806,0.8463356973995272,0.8676122931442081,0.6288416075650118,0.9054373522458629,0.735224586288416,0.8132387706855791
0.8676122931442081,0.7966903073286052,0.8274231678486997,0.900709219858156,0.8770685579196218,0.8676122931442081,0.789598108747045,0.83451536643026
0.900709219858156,0.7919621749408984,0.8770685579196218,0.8605200945626478,0.8794326241134752,0.8841607565011821,0.8557919621749409,0.8439716312056738
0.9125295508274232,0.8250591016548463,0.8605200945626478,0.8368794326241135,0.8274231678486997,0.8652482269503546,0.806146572104019,0.8581560283687943
0.8439716312056738,0.8226950354609929,0.8699763593380615,0.8557919621749409,0.8770685579196218,0.8841607565011821,0.8416075650118203,0.9125295508274232
0.8912529550827423,0.8534278959810875,0.8747044917257684,0.8817966903073287,0.8676122931442081,0.8912529550827423,0.8581560283687943,0.8817966903073287
0.9196217494089834,0.8226950354609929,0.8652482269503546,0.8888888888888888,0.8416075650118203,0.8959810874704491,0.851063829787234,0.8841607565011821
0.91725768321513,0.8203309692671394,0.8817966903073287,0.9101654846335697,0.8983451536643026,0.8557919621749409,0.8794326241134752,0.8557919621749409
0.8865248226950354,0.8297872340425532,0.9267139479905437,0.8912529550827423,0.8936170212765957,0.933806146572104,0.8321513002364066,0.9030732860520094
0.8936170212765957,0.8794326241134752,0.8983451536643026,0.91725768321513,0.9148936170212766,0.8912529550827423,0.8676122931442081,0.8699763593380615
0.9243498817966903,0.8676122931442081,0.900709219858156,0.900709219858156,0.8416075650118203,0.9243498817966903,0.8605200945626478,0.8888888888888888
0.91725768321513,0.8297872340425532,0.9196217494089834,0.8723404255319149,0.9101654846335697,0.8936170212765957,0.8392434988179669,0.8841607565011821
0.9290780141843972,0.8628841607565012,0.9361702127659575,0.8841607565011821,0.9148936170212766,0.9267139479905437,0.8652482269503546,0.8865248226950354
0.9385342789598109,0.8534278959810875,0.9101654846335697,0.8841607565011821,0.9243498817966903,0.9101654846335697,0.8676122931442081,0.8841607565011821
0.9243498817966903,0.8841607565011821,0.8723404255319149,0.9078014184397163,0.8770685579196218,0.9290780141843972,0.8770685579196218,0.9243498817966903
0.9148936170212766,0.8723404255319149,0.9054373522458629,0.9054373522458629,0.9361702127659575,0.9125295508274232,0.9030732860520094,0.8912529550827423
0.91725768321513,0.8534278959810875,0.8983451536643026,0.9243498817966903,0.8912529550827423,0.9196217494089834,0.900709219858156,0.8723404255319149
0.9219858156028369,0.8486997635933806,0.9078014184397163,0.9148936170212766,0.9148936170212766,0.933806146572104,0.9030732860520094,0.8983451536643026
0.9148936170212766,0.8628841607565012,0.91725768321513,0.9078014184397163,0.9054373522458629,0.9314420803782506,0.851063829787234,0.91725768321513
0.9030732860520094,0.8557919621749409,0.9219858156028369,0.91725768321513,0.9125295508274232,0.9148936170212766,0.8794326241134752,0.8581560283687943
0.9290780141843972,0.8959810874704491,0.9125295508274232,0.9030732860520094,0.8628841607565012,0.9078014184397163,0.900709219858156,0.8628841607565012
0.9243498817966903,0.8959810874704491,0.9196217494089834,0.9290780141843972,0.9125295508274232,0.9125295508274232,0.8628841607565012,0.900709219858156
0.933806146572104,0.8368794326241135,0.91725768321513,0.9030732860520094,0.8841607565011821,0.9243498817966903,0.8439716312056738,0.9054373522458629
0.9267139479905437,0.8841607565011821,0.8936170212765957,0.8959810874704491,0.8959810874704491,0.9219858156028369,0.8628841607565012,0.8865248226950354
0.9290780141843972,0.9054373522458629,0.900709219858156,0.9125295508274232,0.8983451536643026,0.9101654846335697,0.8770685579196218,0.9148936170212766
0.933806146572104,0.9030732860520094,0.9219858156028369,0.9054373522458629,0.9148936170212766,0.9361702127659575,0.8770685579196218,0.9030732860520094
0.9456264775413712,0.8841607565011821,0.9243498817966903,0.9267139479905437,0.9030732860520094,0.9267139479905437,0.900709219858156,0.8770685579196218
0.8912529550827423,0.91725768321513,0.9219858156028369,0.91725768321513,0.9267139479905437,0.9196217494089834,0.9125295508274232,0.9196217494089834
0.9243498817966903,0.8841607565011821,0.9219858156028369,0.9125295508274232,0.9219858156028369,0.9361702127659575,0.8605200945626478,0.9148936170212766
0.933806146572104,0.8841607565011821,0.91725768321513,0.9267139479905437,0.9101654846335697,0.91725768321513,0.8770685579196218,0.9125295508274232
0.9385342789598109,0.8912529550827423,0.9290780141843972,0.9148936170212766,0.8983451536643026,0.9148936170212766,0.9030732860520094,0.8865248226950354
0.9385342789598109,0.8628841607565012,0.9101654846335697,0.9125295508274232,0.9290780141843972,0.91725768321513,0.8794326241134752,0.8983451536643026
0.933806146572104,0.8959810874704491,0.9361702127659575,0.9054373522458629,0.9196217494089834,0.9219858156028369,0.900709219858156,0.9219858156028369
0.9456264775413712,0.9078014184397163,0.9078014184397163,0.91725768321513,0.9408983451536643,0.9408983451536643,0.8699763593380615,0.9078014184397163
0.9290780141843972,0.8865248226950354,0.9196217494089834,0.9148936170212766,0.9196217494089834,0.9125295508274232,0.9196217494089834,0.91725768321513
0.9101654846335697,0.8936170212765957,0.9290780141843972,0.900709219858156,0.8959810874704491,0.9361702127659575,0.8983451536643026,0.9078014184397163
0.9267139479905437,0.8676122931442081,0.9125295508274232,0.9219858156028369,0.9243498817966903,0.9243498817966903,0.8865248226950354,0.8628841607565012
0.933806146572104,0.8888888888888888,0.9101654846335697,0.9101654846335697,0.9290780141843972,0.9314420803782506,0.9125295508274232,0.8959810874704491
0.9408983451536643,0.8676122931442081,0.933806146572104,0.933806146572104,0.9361702127659575,0.9361702127659575,0.8723404255319149,0.9385342789598109
0.9290780141843972,0.8865248226950354,0.9290780141843972,0.9361702127659575,0.9219858156028369,0.9385342789598109,0.8936170212765957,0.9196217494089834
0.9385342789598109,0.8888888888888888,0.9148936170212766,0.91725768321513,0.8959810874704491,0.9267139479905437,0.8794326241134752,0.8936170212765957
0.9361702127659575,0.9054373522458629,0.9243498817966903,0.9290780141843972,0.9243498817966903,0.91725768321513,0.8888888888888888,0.9267139479905437
0.9479905437352246,0.8959810874704491,0.9314420803782506,0.9290780141843972,0.9148936170212766,0.9125295508274232,0.8723404255319149,0.9125295508274232
0.9456264775413712,0.91725768321513,0.9125295508274232,0.9267139479905437,0.9314420803782506,0.9054373522458629,0.8652482269503546,0.9125295508274232
0.9385342789598109,0.9101654846335697,0.933806146572104,0.9314420803782506,0.9408983451536643,0.9243498817966903,0.900709219858156,0.9385342789598109
0.9479905437352246,0.9078014184397163,0.9290780141843972,0.9385342789598109,0.9290780141843972,0.9527186761229315,0.8605200945626478,0.9054373522458629
0.9432624113475178,0.8534278959810875,0.9078014184397163,0.9078014184397163,0.9101654846335697,0.9267139479905437,0.8936170212765957,0.9196217494089834
0.9456264775413712,0.8936170212765957,0.9243498817966903,0.9408983451536643,0.9125295508274232,0.9219858156028369,0.9196217494089834,0.9054373522458629
0.9550827423167849,0.9054373522458629,0.91725768321513,0.9196217494089834,0.91725768321513,0.9314420803782506,0.8723404255319149,0.933806146572104
0.9314420803782506,0.8865248226950354,0.9432624113475178,0.8723404255319149,0.9290780141843972,0.9385342789598109,0.8888888888888888,0.9101654846335697
0.9385342789598109,0.900709219858156,0.950354609929078,0.9125295508274232,0.9219858156028369,0.9479905437352246,0.900709219858156,0.8865248226950354
0.9290780141843972,0.8794326241134752,0.9314420803782506,0.9361702127659575,0.9219858156028369,0.9243498817966903,0.9125295508274232,0.9290780141843972
0.9219858156028369,0.8888888888888888,0.9243498817966903,0.933806146572104,0.9196217494089834,0.9267139479905437,0.9030732860520094,0.9078014184397163
0.9527186761229315,0.8983451536643026,0.9219858156028369,0.9125295508274232,0.9314420803782506,0.91725768321513,0.8699763593380615,0.9030732860520094
0.9527186761229315,0.900709219858156,0.9219858156028369,0.9125295508274232,0.9219858156028369,0.9148936170212766,0.9054373522458629,0.9290780141843972
0.950354609929078,0.9078014184397163,0.9361702127659575,0.9408983451536643,0.933806146572104,0.9290780141843972,0.8959810874704491,0.9219858156028369
0.9408983451536643,0.8581560283687943,0.9219858156028369,0.9314420803782506,0.9479905437352246,0.9243498817966903,0.9101654846335697,0.8841607565011821
0.9456264775413712,0.8959810874704491,0.9196217494089834,0.9385342789598109,0.9408983451536643,0.9314420803782506,0.9078014184397163,0.9196217494089834
0.9456264775413712,0.9030732860520094,0.9290780141843972,0.9219858156028369,0.9456264775413712,0.9385342789598109,0.8770685579196218,0.9054373522458629
0.9385342789598109,0.8888888888888888,0.9219858156028369,0.9078014184397163,0.9196217494089834,0.9314420803782506,0.8865248226950354,0.91725768321513
0.9385342789598109,0.9054373522458629,0.933806146572104,0.9361702127659575,0.9078014184397163,0.9148936170212766,0.8817966903073287,0.9267139479905437
